chunk_x,chunk_z,dominant_biome,air,dirt,water,short_grass,grass_block,sand,tall_seagrass,oak_leaves,birch_leaves,oak_log,tall_grass,birch_log,kelp,kelp_plant,dark_oak_log,dark_oak_leaves,spruce_leaves,spruce_log,bush,sandstone,brown_mushroom,dandelion,podzol,red_mushroom_block,mushroom_stem,poppy,coarse_dirt,oxeye_daisy,emerald_ore,lily_pad,snow,acacia_leaves
-2,3,5,0.5539741340092286,0.2152284263959391,0.3627296151608345,0.1755725190839694,0.0,0.1,0.1923076923076923,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043327556325823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,3,5,0.5589783583544551,0.1213197969543147,0.4186684398636854,0.3358778625954198,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,2,5,0.5259309806979918,0.1086294416243654,0.503781896766686,0.4961832061068702,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,0,5,0.5252160915058166,0.0969543147208121,0.3292328152273294,0.5038167938931297,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.375,0.0,0.4842105263157895,0.3828264758497317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,-3,5,0.5514070319100539,0.0527918781725888,0.3689635109300972,0.3129770992366412,0.0,0.0057553956834532,0.0192307692307692,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,-3,5,0.5588483785013323,0.0624365482233502,0.3723713739506275,0.1221374045801526,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,-3,5,0.6104178852277897,0.0928934010152284,0.3839248607763278,0.0381679389312977,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-3,5,0.5091310846818743,0.0,0.332474441027346,0.1221374045801526,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-3,5,0.4942808864625983,0.0949238578680203,0.218103233313939,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-3,5,0.4978878273867551,0.3010152284263959,0.1559305128418253,0.0229007633587786,0.0,0.2381294964028777,0.1538461538461538,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-3,5,0.5111457724052771,0.4390862944162436,0.1094672097082536,0.0076335877862595,0.0,0.1129496402877697,0.25,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-3,5,0.4933385325274582,0.4365482233502538,0.1281688970160419,0.0,0.0,0.2035971223021582,0.173076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-2,5,0.5003574445960876,0.5116751269035533,0.16316183193417,0.0,0.0,0.1510791366906475,0.173076923076923,0.0,0.0,0.0,0.0,0.0,0.0421052631578947,0.0322003577817531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1,5,0.5359394293884447,0.5583756345177665,0.1555149197905411,0.2748091603053435,0.0,0.1985611510791367,0.1153846153846153,0.0,0.0,0.0,0.375,0.0,0.0631578947368421,0.0393559928443649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,4,0,0.533079872619744,0.1548223350253807,0.3405369462222591,0.0,0.0,0.7352517985611511,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871750433275563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,4,5,0.5284005979073244,0.3517766497461929,0.3215859030837004,0.0,0.0,0.0942446043165467,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0017331022530329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,4,5,0.5083512055631377,0.1299492385786802,0.3830936746737594,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,4,5,0.5138103593942939,0.1192893401015228,0.3942315684481755,0.0,0.0,0.0079136690647482,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,3,5,0.5040293754468057,0.1131979695431472,0.444850802094589,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,2,5,0.5255410411386235,0.0624365482233502,0.5816640345773418,0.2519083969465648,0.0,0.0,0.0576923076923076,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,1,5,0.529277961915903,0.1563451776649746,0.560219433131078,0.0534351145038167,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.125,0.0,0.0526315789473684,0.0304114490161001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,0,5,0.5289855072463768,0.0725888324873096,0.3421993184273958,0.0687022900763358,0.0,0.0,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.6,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-1,5,0.5451355039968805,0.0532994923857868,0.3459396558889535,0.4122137404580153,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.4166666666666667,0.0,0.5368421052631579,0.5652951699463328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-2,5,0.5421459673750568,0.0548223350253807,0.3452747070068988,0.4427480916030534,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.3333333333333333,0.0,0.4,0.4025044722719141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-3,5,0.5486774549944758,0.0619289340101522,0.3412850137145707,0.3053435114503817,0.0,0.0129496402877697,0.1538461538461538,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-4,5,0.5683044128160135,0.082741116751269,0.3530047377607846,0.1221374045801526,0.0,0.0014388489208633,0.2307692307692307,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,-4,5,0.4988626762851758,0.1416243654822335,0.341617488155598,0.0076335877862595,0.0,0.0115107913669064,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,-4,5,0.522746474296484,0.048730964467005,0.3532540935915551,0.2137404580152671,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,-4,5,0.5369142782868656,0.1147208121827411,0.3750311694788463,0.1297709923664122,0.0,0.0,0.3653846153846153,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-4,5,0.5469227269773185,0.0213197969543147,0.4912309866179037,0.0916030534351145,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.125,0.0,0.0421052631578947,0.033989266547406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-4,5,0.5597582374731916,0.3487309644670051,0.4047876319507937,0.0,0.0,0.0597122302158273,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.0631578947368421,0.0536672629695885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-4,5,0.5631377136543836,0.4558375634517767,0.3525060260992436,0.0687022900763358,0.0,0.076978417266187,0.0961538461538461,0.0,0.0,0.0,0.0416666666666666,0.0,0.031578947368421,0.0286225402504472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-4,5,0.5263534152206408,0.4380710659898477,0.1528551242623223,0.2900763358778626,0.0,0.114388489208633,0.1346153846153846,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-4,5,0.5117631767076103,0.4964467005076142,0.1541850220264317,0.0,0.0,0.2625899280575539,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0105263157894736,0.0071556350626118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-3,5,0.5089036199389094,0.3746192893401015,0.1280026597955282,0.0,0.0,0.1942446043165467,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.1684210526315789,0.0983899821109123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-2,5,0.5270358094495353,0.5177664974619289,0.1421328235391904,0.0,0.0,0.1820143884892086,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.5052631578947369,0.3506261180679785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0,0.5042243452264898,0.0913705583756345,0.4899010888537943,0.0458015267175572,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.5407811789172678,0.1314720812182741,0.3036322832682238,0.0,0.0,0.1359712230215827,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303292894280762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,7,0.5376291674790408,0.0670050761421319,0.3182611586734269,0.0076335877862595,0.0,0.0179856115107913,0.173076923076923,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,5,5,0.5294729316955872,0.1482233502538071,0.3037154018784806,0.0,0.0,0.0,0.173076923076923,0.0,0.0,0.0,0.0,0.0,0.4736842105263157,0.40608228980322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,5,5,0.5516669916162995,0.0817258883248731,0.3504280608428227,0.0,0.0042283298097251,0.0,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.1263157894736842,0.1502683363148479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,5,5,0.546337817638266,0.0502538071065989,0.3396226415094339,0.0,0.0613107822410148,0.0359712230215827,0.0961538461538461,0.0,0.0,0.0,0.0,0.0,0.0105263157894736,0.0071556350626118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,5,5,0.5137128745044518,0.1568527918781725,0.4138475604687889,0.0229007633587786,0.1310782241014799,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,4,5,0.4950607655813349,0.0700507614213198,0.4196658631867675,0.0,0.0676532769556025,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,3,5,0.4968154935984922,0.0573604060913705,0.4811736347768265,0.015267175572519,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,2,5,0.5350620653798661,0.1126903553299492,0.8853794364558225,0.3053435114503817,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,1,5,0.5537791642295444,0.0837563451776649,0.8744077799019201,0.1679389312977099,0.0,0.0071942446043165,0.173076923076923,0.0,0.0,0.0,0.25,0.0,0.0421052631578947,0.0393559928443649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,0,5,0.5013322934945084,0.1213197969543147,0.4130994929764774,0.0,0.0,0.0014388489208633,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.3578947368421052,0.3434704830053667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-1,5,0.5142002989536621,0.065989847715736,0.3397888787299476,0.0076335877862595,0.0,0.0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0631578947368421,0.0661896243291592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-2,5,0.5070514070319101,0.1020304568527918,0.3183442772836838,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.0416666666666666,0.0,0.1684210526315789,0.1395348837209302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-3,5,0.5189445635926432,0.1096446700507614,0.3041309949297647,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.1263157894736842,0.1144901610017889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-4,5,0.5169298758692402,0.0944162436548223,0.4178372537611171,0.0,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-5,5,0.5132904399818028,0.0482233502538071,0.5349513756129998,0.2519083969465648,0.0,0.0,0.5961538461538461,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4,-5,5,0.5041593552999285,0.116243654822335,0.3328900340786302,0.1755725190839694,0.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3,-5,5,0.5290180022096576,0.1299492385786802,0.3778572022275787,0.0076335877862595,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
